haldtopic,year,N_present,N_not_present,N,alpha,beta,mean_from_alphabeta,sd_from_alphabeta,proportion_present,sd_proportion_present,originaltopic,topic_order,topic_use,topic_discipline,topic_majortaxon,topic_label
topic2,1899,15,98,113,16,99,0.139130435,0.032132961,0.132743363,0.031918392,topic81,2,1,anatomy,animal,animal anatomy
topic2,1900,28,85,113,29,86,0.252173913,0.04032008,0.247787611,0.040613537,topic81,2,1,anatomy,animal,animal anatomy
topic2,1901,24,92,116,25,93,0.211864407,0.037458984,0.206896552,0.037610798,topic81,2,1,anatomy,animal,animal anatomy
topic2,1902,30,115,145,31,116,0.210884354,0.033532169,0.206896552,0.033640121,topic81,2,1,anatomy,animal,animal anatomy
topic2,1903,22,109,131,23,110,0.172932331,0.032670533,0.167938931,0.03266011,topic81,2,1,anatomy,animal,animal anatomy
topic2,1904,13,124,137,14,125,0.100719424,0.025435496,0.094890511,0.025038117,topic81,2,1,anatomy,animal,animal anatomy
topic2,1905,14,108,122,15,109,0.120967742,0.029166357,0.114754098,0.028856001,topic81,2,1,anatomy,animal,animal anatomy
topic2,1906,20,85,105,21,86,0.196261682,0.038217583,0.19047619,0.038321325,topic81,2,1,anatomy,animal,animal anatomy
topic2,1907,17,100,117,18,101,0.151260504,0.032708404,0.145299145,0.032579594,topic81,2,1,anatomy,animal,animal anatomy
topic2,1908,10,147,157,11,148,0.06918239,0.020061809,0.063694268,0.019489881,topic81,2,1,anatomy,animal,animal anatomy
topic2,1909,7,152,159,8,153,0.049689441,0.017072901,0.044025157,0.016269535,topic81,2,1,anatomy,animal,animal anatomy
topic2,1910,5,133,138,6,134,0.042857143,0.01705652,0.036231884,0.015907143,topic81,2,1,anatomy,animal,animal anatomy
topic2,1911,3,145,148,4,146,0.026666667,0.013110724,0.02027027,0.011583827,topic81,2,1,anatomy,animal,animal anatomy
topic2,1912,4,125,129,5,126,0.038167939,0.016676773,0.031007752,0.015261613,topic81,2,1,anatomy,animal,animal anatomy
topic2,1913,3,134,137,4,135,0.028776978,0.014129216,0.02189781,0.012503517,topic81,2,1,anatomy,animal,animal anatomy
topic2,1914,7,144,151,8,145,0.052287582,0.017938131,0.046357616,0.017110584,topic81,2,1,anatomy,animal,animal anatomy
topic2,1915,6,147,153,7,148,0.04516129,0.016625927,0.039215686,0.015692681,topic81,2,1,anatomy,animal,animal anatomy
topic2,1916,8,159,167,9,160,0.053254438,0.017221464,0.047904192,0.016526042,topic81,2,1,anatomy,animal,animal anatomy
topic2,1917,1,121,122,2,122,0.016129032,0.011267258,0.008196721,0.008163059,topic81,2,1,anatomy,animal,animal anatomy
topic2,1918,3,119,122,4,120,0.032258065,0.01580316,0.024590164,0.014021496,topic81,2,1,anatomy,animal,animal anatomy
topic2,1919,1,113,114,2,114,0.017241379,0.01203418,0.00877193,0.008733372,topic81,2,1,anatomy,animal,animal anatomy
topic2,1920,14,123,137,15,124,0.107913669,0.026222715,0.102189781,0.025878299,topic81,2,1,anatomy,animal,animal anatomy
topic2,1921,5,115,120,6,116,0.049180328,0.019498097,0.041666667,0.018241563,topic81,2,1,anatomy,animal,animal anatomy
topic2,1922,3,151,154,4,152,0.025641026,0.012614713,0.019480519,0.011136995,topic81,2,1,anatomy,animal,animal anatomy
topic2,1923,7,152,159,8,153,0.049689441,0.017072901,0.044025157,0.016269535,topic81,2,1,anatomy,animal,animal anatomy
topic2,1924,6,138,144,7,139,0.047945205,0.017621582,0.041666667,0.016652193,topic81,2,1,anatomy,animal,animal anatomy
topic2,1925,2,149,151,3,150,0.019607843,0.011172606,0.013245033,0.009303422,topic81,2,1,anatomy,animal,animal anatomy
topic2,1926,10,163,173,11,164,0.062857143,0.018294641,0.057803468,0.017742902,topic81,2,1,anatomy,animal,animal anatomy
topic2,1927,7,171,178,8,172,0.044444444,0.015317836,0.039325843,0.014568575,topic81,2,1,anatomy,animal,animal anatomy
topic2,1928,11,162,173,12,163,0.068571429,0.019049783,0.063583815,0.018551742,topic81,2,1,anatomy,animal,animal anatomy
topic2,1929,10,164,174,11,165,0.0625,0.018194453,0.057471264,0.017644041,topic81,2,1,anatomy,animal,animal anatomy
topic2,1930,8,181,189,9,182,0.047120419,0.015292306,0.042328042,0.014645074,topic81,2,1,anatomy,animal,animal anatomy
topic2,1931,13,210,223,14,211,0.062222222,0.016068247,0.058295964,0.015690039,topic81,2,1,anatomy,animal,animal anatomy
topic2,1932,10,219,229,11,220,0.047619048,0.013981434,0.043668122,0.013504199,topic81,2,1,anatomy,animal,animal anatomy
topic2,1933,6,181,187,7,182,0.037037037,0.013700806,0.032085561,0.01288702,topic81,2,1,anatomy,animal,animal anatomy
topic2,1934,7,205,212,8,206,0.037383178,0.012937358,0.033018868,0.012272193,topic81,2,1,anatomy,animal,animal anatomy
topic2,1935,13,249,262,14,250,0.053030303,0.013765981,0.049618321,0.013415888,topic81,2,1,anatomy,animal,animal anatomy
topic2,1936,13,262,275,14,263,0.050541516,0.013138317,0.047272727,0.012797445,topic81,2,1,anatomy,animal,animal anatomy
topic2,1937,16,235,251,17,236,0.067193676,0.015708803,0.06374502,0.015419963,topic81,2,1,anatomy,animal,animal anatomy
topic2,1938,11,238,249,12,239,0.047808765,0.013440505,0.044176707,0.013022243,topic81,2,1,anatomy,animal,animal anatomy
topic2,1939,11,287,298,12,288,0.04,0.011294899,0.036912752,0.01092227,topic81,2,1,anatomy,animal,animal anatomy
topic2,1940,11,243,254,12,244,0.046875,0.013184966,0.043307087,0.012771706,topic81,2,1,anatomy,animal,animal anatomy
topic2,1941,8,259,267,9,260,0.033457249,0.010943942,0.029962547,0.010433451,topic81,2,1,anatomy,animal,animal anatomy
topic2,1942,17,258,275,18,259,0.064981949,0.014783728,0.061818182,0.014522296,topic81,2,1,anatomy,animal,animal anatomy
topic2,1943,8,228,236,9,229,0.037815126,0.012338521,0.033898305,0.011779976,topic81,2,1,anatomy,animal,animal anatomy
topic2,1944,17,184,201,18,185,0.088669951,0.019902654,0.084577114,0.019626339,topic81,2,1,anatomy,animal,animal anatomy
topic2,1945,8,223,231,9,224,0.038626609,0.012597414,0.034632035,0.012030383,topic81,2,1,anatomy,animal,animal anatomy
topic2,1946,8,203,211,9,204,0.042253521,0.013751493,0.037914692,0.013148292,topic81,2,1,anatomy,animal,animal anatomy
topic2,1947,14,241,255,15,242,0.058365759,0.01459521,0.054901961,0.014264688,topic81,2,1,anatomy,animal,animal anatomy
topic2,1948,15,252,267,16,253,0.059479554,0.014394152,0.056179775,0.014092207,topic81,2,1,anatomy,animal,animal anatomy
topic2,1949,17,298,315,18,299,0.056782334,0.012977739,0.053968254,0.012731124,topic81,2,1,anatomy,animal,animal anatomy
topic2,1950,17,324,341,18,325,0.052478134,0.012022771,0.049853372,0.011785972,topic81,2,1,anatomy,animal,animal anatomy
topic2,1951,18,340,358,19,341,0.052777778,0.011767871,0.05027933,0.011549181,topic81,2,1,anatomy,animal,animal anatomy
topic2,1952,22,382,404,23,383,0.056650246,0.011458824,0.054455446,0.011289403,topic81,2,1,anatomy,animal,animal anatomy
topic2,1953,28,395,423,29,396,0.068235294,0.012216671,0.066193853,0.01208835,topic81,2,1,anatomy,animal,animal anatomy
topic2,1954,17,486,503,18,487,0.035643564,0.008242028,0.033797217,0.00805732,topic81,2,1,anatomy,animal,animal anatomy
topic2,1955,25,589,614,26,590,0.042207792,0.008094488,0.040716612,0.007975815,topic81,2,1,anatomy,animal,animal anatomy
topic2,1956,27,623,650,28,624,0.042944785,0.007933542,0.041538462,0.007826289,topic81,2,1,anatomy,animal,animal anatomy
topic2,1957,31,602,633,32,603,0.050393701,0.008674239,0.048973144,0.008577753,topic81,2,1,anatomy,animal,animal anatomy
topic2,1958,37,620,657,38,621,0.057663126,0.009073612,0.056316591,0.008993912,topic81,2,1,anatomy,animal,animal anatomy
topic2,1959,43,676,719,44,677,0.061026352,0.008908751,0.059805285,0.008843298,topic81,2,1,anatomy,animal,animal anatomy
topic2,1960,41,678,719,42,679,0.058252427,0.008716772,0.057023644,0.008647955,topic81,2,1,anatomy,animal,animal anatomy
topic2,1961,51,696,747,52,697,0.069425901,0.009281232,0.068273092,0.009228026,topic81,2,1,anatomy,animal,animal anatomy
topic2,1962,66,680,746,67,681,0.089572193,0.010434423,0.08847185,0.010397243,topic81,2,1,anatomy,animal,animal anatomy
topic2,1963,45,746,791,46,747,0.058007566,0.008295752,0.056890013,0.008235898,topic81,2,1,anatomy,animal,animal anatomy
topic2,1964,39,929,968,40,930,0.041237113,0.00638102,0.040289256,0.006320146,topic81,2,1,anatomy,animal,animal anatomy
topic2,1965,47,997,1044,48,998,0.045889101,0.006466672,0.045019157,0.006417203,topic81,2,1,anatomy,animal,animal anatomy
topic2,1966,63,1103,1166,64,1104,0.054794521,0.00665617,0.054030875,0.006620796,topic81,2,1,anatomy,animal,animal anatomy
topic2,1967,59,1134,1193,60,1135,0.050209205,0.006314516,0.049455155,0.006277285,topic81,2,1,anatomy,animal,animal anatomy
topic2,1968,68,1324,1392,69,1325,0.049497848,0.005807412,0.048850575,0.005777495,topic81,2,1,anatomy,animal,animal anatomy
topic2,1969,83,1446,1529,84,1447,0.054866101,0.005817941,0.054283846,0.005794447,topic81,2,1,anatomy,animal,animal anatomy
topic2,1970,80,1485,1565,81,1486,0.05169113,0.005591263,0.051118211,0.005567199,topic81,2,1,anatomy,animal,animal anatomy
topic2,1971,95,1622,1717,96,1623,0.055846422,0.005536748,0.055329062,0.005517366,topic81,2,1,anatomy,animal,animal anatomy
topic2,1972,73,1782,1855,74,1783,0.039849219,0.004537919,0.0393531,0.004514393,topic81,2,1,anatomy,animal,animal anatomy
topic2,1973,111,1896,2007,112,1897,0.055749129,0.005117581,0.055306428,0.005102225,topic81,2,1,anatomy,animal,animal anatomy
topic2,1974,82,2009,2091,83,2010,0.039655996,0.004264612,0.039215686,0.004244884,topic81,2,1,anatomy,animal,animal anatomy
topic2,1975,84,2234,2318,85,2235,0.036637931,0.003899623,0.036238136,0.003881603,topic81,2,1,anatomy,animal,animal anatomy
topic2,1976,96,2293,2389,97,2294,0.0405688,0.004033875,0.040184177,0.004018032,topic81,2,1,anatomy,animal,animal anatomy
topic2,1977,102,2605,2707,103,2606,0.03802141,0.003673772,0.037680089,0.00365992,topic81,2,1,anatomy,animal,animal anatomy
topic2,1978,109,2675,2784,110,2676,0.03948313,0.00368884,0.039152299,0.003675964,topic81,2,1,anatomy,animal,animal anatomy
topic2,1979,104,2969,3073,105,2970,0.034146341,0.003274422,0.03384315,0.003261955,topic81,2,1,anatomy,animal,animal anatomy
topic2,1980,84,3252,3336,85,3253,0.02546435,0.002726195,0.025179856,0.002712538,topic81,2,1,anatomy,animal,animal anatomy
topic2,1981,118,3522,3640,119,3523,0.032674355,0.002945508,0.032417582,0.00293551,topic81,2,1,anatomy,animal,animal anatomy
topic2,1982,137,3575,3712,138,3576,0.037156704,0.003103252,0.036907328,0.003094471,topic81,2,1,anatomy,animal,animal anatomy
topic2,1983,113,3772,3885,114,3773,0.029328531,0.00270594,0.029086229,0.002696116,topic81,2,1,anatomy,animal,animal anatomy
topic2,1984,152,4008,4160,153,4009,0.036761173,0.002916476,0.036538462,0.002909013,topic81,2,1,anatomy,animal,animal anatomy
topic2,1985,126,4316,4442,127,4317,0.028577858,0.002499096,0.028365601,0.002490911,topic81,2,1,anatomy,animal,animal anatomy
topic2,1986,131,4371,4502,132,4372,0.029307282,0.002512935,0.029098179,0.002505058,topic81,2,1,anatomy,animal,animal anatomy
topic2,1987,123,4576,4699,124,4577,0.026377367,0.002337059,0.026175782,0.002329096,topic81,2,1,anatomy,animal,animal anatomy
topic2,1988,151,4706,4857,152,4707,0.031282157,0.002497059,0.03108915,0.002490361,topic81,2,1,anatomy,animal,animal anatomy
topic2,1989,133,4831,4964,134,4832,0.026983488,0.002299122,0.026792909,0.002291905,topic81,2,1,anatomy,animal,animal anatomy
topic2,1990,137,4870,5007,138,4871,0.027550409,0.002312484,0.027361694,0.002305464,topic81,2,1,anatomy,animal,animal anatomy
topic2,1991,120,5171,5291,121,5172,0.022860382,0.002054131,0.022680023,0.00204678,topic81,2,1,anatomy,animal,animal anatomy
topic2,1992,125,5471,5596,126,5472,0.022508039,0.001982304,0.022337384,0.001975476,topic81,2,1,anatomy,animal,animal anatomy
topic2,1993,117,5603,5720,118,5604,0.02062216,0.001878583,0.020454545,0.001871583,topic81,2,1,anatomy,animal,animal anatomy
topic2,1994,170,5931,6101,171,5932,0.028019007,0.002112263,0.027864285,0.002107108,topic81,2,1,anatomy,animal,animal anatomy
topic2,1995,148,6054,6202,149,6055,0.024016763,0.001943603,0.02386327,0.001938003,topic81,2,1,anatomy,animal,animal anatomy
topic2,1996,178,6677,6855,179,6678,0.026104711,0.001925382,0.025966448,0.001920833,topic81,2,1,anatomy,animal,animal anatomy
topic2,1997,142,6672,6814,143,6673,0.020980047,0.001735811,0.020839448,0.00173049,topic81,2,1,anatomy,animal,animal anatomy
topic2,1998,213,7150,7363,214,7151,0.029056348,0.001957049,0.028928426,0.001953263,topic81,2,1,anatomy,animal,animal anatomy
topic2,1999,208,7223,7431,209,7224,0.028117853,0.001917285,0.027990849,0.001913461,topic81,2,1,anatomy,animal,animal anatomy
topic2,2000,233,7501,7734,234,7502,0.03024819,0.001947124,0.030126713,0.001943709,topic81,2,1,anatomy,animal,animal anatomy
topic2,2001,216,7962,8178,217,7963,0.026528117,0.00177669,0.026412326,0.001773239,topic81,2,1,anatomy,animal,animal anatomy
topic2,2002,212,8038,8250,213,8039,0.025811924,0.001745523,0.02569697,0.001742052,topic81,2,1,anatomy,animal,animal anatomy
topic2,2003,220,8613,8833,221,8614,0.025014148,0.001661362,0.0249066,0.001658159,topic81,2,1,anatomy,animal,animal anatomy
topic2,2004,229,8895,9124,230,8896,0.025202718,0.001640653,0.025098641,0.001637619,topic81,2,1,anatomy,animal,animal anatomy
topic2,2005,240,9193,9433,241,9194,0.02554319,0.001624145,0.025442595,0.001621286,topic81,2,1,anatomy,animal,animal anatomy
topic2,2006,236,9727,9963,237,9728,0.023783241,0.001526329,0.023687644,0.001523562,topic81,2,1,anatomy,animal,animal anatomy
topic2,2007,262,9946,10208,263,9947,0.02575906,0.001567704,0.025666144,0.001565179,topic81,2,1,anatomy,animal,animal anatomy
topic2,2008,250,10142,10392,251,10143,0.024148547,0.001505654,0.024056967,0.001503083,topic81,2,1,anatomy,animal,animal anatomy
topic2,2009,296,10313,10609,297,10314,0.027989822,0.001601168,0.027900839,0.00159892,topic81,2,1,anatomy,animal,animal anatomy
topic2,2010,287,9959,10246,288,9960,0.028103044,0.001632473,0.028010931,0.001630111,topic81,2,1,anatomy,animal,animal anatomy
topic2,2011,245,9961,10206,246,9962,0.024098746,0.001517779,0.024005487,0.001515134,topic81,2,1,anatomy,animal,animal anatomy
topic2,2012,224,6764,6988,225,6765,0.032188841,0.002110952,0.032054951,0.002107155,topic81,2,1,anatomy,animal,animal anatomy
topic2,2013,160,6595,6755,161,6596,0.023827142,0.001855198,0.023686158,0.001850246,topic81,2,1,anatomy,animal,animal anatomy
topic2,2014,50,2866,2916,51,2867,0.017477724,0.002425474,0.017146776,0.002404041,topic81,2,1,anatomy,animal,animal anatomy
topic2,2015,25,686,711,26,687,0.036465638,0.00701498,0.035161744,0.006907608,topic81,2,1,anatomy,animal,animal anatomy
topic2,2016,2,252,254,3,253,0.01171875,0.006712965,0.007874016,0.005545806,topic81,2,1,anatomy,animal,animal anatomy
topic2,2017,3,121,124,4,122,0.031746032,0.015557417,0.024193548,0.013798148,topic81,2,1,anatomy,animal,animal anatomy
topic3,1809,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1812,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1815,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1830,0,3,3,1,4,0.2,0.163299316,0,0,topic8,3,1,NA,animal,arthropods
topic3,1833,0,3,3,1,4,0.2,0.163299316,0,0,topic8,3,1,NA,animal,arthropods
topic3,1834,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1836,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1837,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1838,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1839,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1840,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1843,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1844,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1845,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1850,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1852,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1854,0,7,7,1,8,0.111111111,0.099380799,0,0,topic8,3,1,NA,animal,arthropods
topic3,1856,0,3,3,1,4,0.2,0.163299316,0,0,topic8,3,1,NA,animal,arthropods
topic3,1857,0,7,7,1,8,0.111111111,0.099380799,0,0,topic8,3,1,NA,animal,arthropods
topic3,1858,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1859,0,3,3,1,4,0.2,0.163299316,0,0,topic8,3,1,NA,animal,arthropods
topic3,1860,0,5,5,1,6,0.142857143,0.123717915,0,0,topic8,3,1,NA,animal,arthropods
topic3,1861,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1862,0,5,5,1,6,0.142857143,0.123717915,0,0,topic8,3,1,NA,animal,arthropods
topic3,1863,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1864,0,1,1,1,2,0.333333333,0.23570226,0,0,topic8,3,1,NA,animal,arthropods
topic3,1865,0,3,3,1,4,0.2,0.163299316,0,0,topic8,3,1,NA,animal,arthropods
topic3,1866,0,2,2,1,3,0.25,0.193649167,0,0,topic8,3,1,NA,animal,arthropods
topic3,1867,1,36,37,2,37,0.051282051,0.034875565,0.027027027,0.026659295,topic8,3,1,NA,animal,arthropods
topic3,1868,3,52,55,4,53,0.070175439,0.033541237,0.054545455,0.030620922,topic8,3,1,NA,animal,arthropods
topic3,1869,1,66,67,2,67,0.028985507,0.020051843,0.014925373,0.014813571,topic8,3,1,NA,animal,arthropods
topic3,1870,0,49,49,1,50,0.019607843,0.019227072,0,0,topic8,3,1,NA,animal,arthropods
topic3,1871,1,59,60,2,60,0.032258065,0.022260179,0.016666667,0.016527194,topic8,3,1,NA,animal,arthropods
topic3,1872,0,44,44,1,45,0.02173913,0.021271568,0,0,topic8,3,1,NA,animal,arthropods
topic3,1873,0,55,55,1,56,0.01754386,0.017238726,0,0,topic8,3,1,NA,animal,arthropods
topic3,1874,1,59,60,2,60,0.032258065,0.022260179,0.016666667,0.016527194,topic8,3,1,NA,animal,arthropods
topic3,1875,2,39,41,3,40,0.069767442,0.038405713,0.048780488,0.033641203,topic8,3,1,NA,animal,arthropods
topic3,1876,0,49,49,1,50,0.019607843,0.019227072,0,0,topic8,3,1,NA,animal,arthropods
topic3,1877,1,50,51,2,51,0.037735849,0.025931482,0.019607843,0.019414658,topic8,3,1,NA,animal,arthropods
topic3,1878,1,57,58,2,58,0.033333333,0.022983323,0.017241379,0.0170921,topic8,3,1,NA,animal,arthropods
topic3,1879,1,53,54,2,54,0.035714286,0.024580257,0.018518519,0.018346249,topic8,3,1,NA,animal,arthropods
topic3,1880,1,55,56,2,56,0.034482759,0.023754999,0.017857143,0.017696986,topic8,3,1,NA,animal,arthropods
topic3,1881,1,57,58,2,58,0.033333333,0.022983323,0.017241379,0.0170921,topic8,3,1,NA,animal,arthropods
topic3,1882,1,56,57,2,57,0.033898305,0.023362794,0.01754386,0.017389285,topic8,3,1,NA,animal,arthropods
topic3,1883,1,78,79,2,79,0.024691358,0.017137071,0.012658228,0.012577857,topic8,3,1,NA,animal,arthropods
topic3,1884,1,70,71,2,71,0.02739726,0.018976034,0.014084507,0.013984969,topic8,3,1,NA,animal,arthropods
topic3,1885,1,61,62,2,62,0.03125,0.02158113,0.016129032,0.015998431,topic8,3,1,NA,animal,arthropods
topic3,1886,1,65,66,2,66,0.029411765,0.02034012,0.015151515,0.015036293,topic8,3,1,NA,animal,arthropods
topic3,1887,1,71,72,2,72,0.027027027,0.018724874,0.013888889,0.013792101,topic8,3,1,NA,animal,arthropods
topic3,1888,0,85,85,1,86,0.011494253,0.011362886,0,0,topic8,3,1,NA,animal,arthropods
topic3,1889,0,70,70,1,71,0.013888889,0.013697309,0,0,topic8,3,1,NA,animal,arthropods
topic3,1890,1,73,74,2,74,0.026315789,0.018241977,0.013513514,0.013421895,topic8,3,1,NA,animal,arthropods
topic3,1891,0,66,66,1,67,0.014705882,0.014491186,0,0,topic8,3,1,NA,animal,arthropods
topic3,1892,2,65,67,3,66,0.043478261,0.024374431,0.029850746,0.020790239,topic8,3,1,NA,animal,arthropods
topic3,1893,2,99,101,3,100,0.029126214,0.016489471,0.01980198,0.013862786,topic8,3,1,NA,animal,arthropods
topic3,1894,0,60,60,1,61,0.016129032,0.015870951,0,0,topic8,3,1,NA,animal,arthropods
topic3,1895,0,96,96,1,97,0.010204082,0.010100484,0,0,topic8,3,1,NA,animal,arthropods
topic3,1896,0,105,105,1,106,0.009345794,0.009258855,0,0,topic8,3,1,NA,animal,arthropods
topic3,1897,0,90,90,1,91,0.010869565,0.010752053,0,0,topic8,3,1,NA,animal,arthropods
topic3,1898,1,112,113,2,113,0.017391304,0.012137448,0.008849558,0.008810313,topic8,3,1,NA,animal,arthropods
topic3,1899,1,112,113,2,113,0.017391304,0.012137448,0.008849558,0.008810313,topic8,3,1,NA,animal,arthropods
topic3,1900,0,113,113,1,114,0.008695652,0.008620364,0,0,topic8,3,1,NA,animal,arthropods
topic3,1901,1,115,116,2,116,0.016949153,0.011832827,0.00862069,0.008583451,topic8,3,1,NA,animal,arthropods
topic3,1902,0,145,145,1,146,0.006802721,0.0067566,0,0,topic8,3,1,NA,animal,arthropods
topic3,1903,0,131,131,1,132,0.007518797,0.007462476,0,0,topic8,3,1,NA,animal,arthropods
topic3,1904,1,136,137,2,137,0.014388489,0.010064599,0.00729927,0.007272582,topic8,3,1,NA,animal,arthropods
topic3,1905,0,122,122,1,123,0.008064516,0.00799974,0,0,topic8,3,1,NA,animal,arthropods
